timestamp,STILL,TILTING,ON_FOOT,WALKING,UNDEFINED,IN_VEHICLE,ON_BICYCLE,RUNNING
1680878512589,77.0,,11.0,11.0,2.0,5.0,1.0,
1680878529568,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680878546522,86.0,,8.0,8.0,2.0,3.0,,
1680878563518,,100.0,,,,,,
1680878563547,65.0,,21.0,21.0,2.0,4.0,5.0,
1680878580534,,100.0,,,,,,
1680878580563,96.0,,2.0,2.0,2.0,,,
1680878597531,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680878610672,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680878627670,45.0,,16.0,16.0,1.0,25.0,2.0,
1680878644649,99.0,,,,1.0,,,
1680878661600,97.0,,,,2.0,1.0,,
1680878678565,98.0,,1.0,1.0,1.0,,,
1680878695526,,100.0,,,,,,
1680878695545,98.0,,,,1.0,1.0,,
1680878712490,96.0,,,,2.0,1.0,,
1680878729469,72.0,,7.0,7.0,2.0,7.0,5.0,
1680878746449,99.0,,,,1.0,,,
1680878763421,80.0,,5.0,5.0,2.0,7.0,1.0,
1680878780397,99.0,,,,1.0,,,
1680878793585,99.0,,,,1.0,,,
1680878810547,96.0,,1.0,1.0,1.0,1.0,,
1680878827550,68.0,,7.0,7.0,2.0,12.0,,
1680878844528,96.0,,1.0,1.0,1.0,1.0,,
1680878861554,67.0,,4.0,4.0,2.0,12.0,4.0,
1680878878566,42.0,,16.0,16.0,1.0,16.0,12.0,1.0
1680878895400,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680878912378,99.0,,,,1.0,,,
1680878929351,99.0,,,,1.0,,,
1680878946314,52.0,,7.0,7.0,2.0,25.0,3.0,
1680878963310,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680878976506,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680878993474,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680879010448,96.0,,,,2.0,1.0,,
1680879027387,96.0,,1.0,1.0,1.0,1.0,,
1680879044428,36.0,,18.0,18.0,2.0,24.0,5.0,1.0
1680879061436,,100.0,,,,,,
1680879061462,40.0,,18.0,18.0,2.0,18.0,6.0,
1680879078435,,100.0,,,,,,
1680879078451,33.0,,26.0,26.0,3.0,22.0,4.0,1.0
1680879095423,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680879112448,,100.0,,,,,,
1680879112472,42.0,,17.0,17.0,2.0,18.0,3.0,
1680879129908,99.0,,,,1.0,,,
1680879146425,99.0,,,,1.0,,,
1680879159441,99.0,,,,1.0,,,
1680879176435,99.0,,,,1.0,,,
1680879193397,97.0,,1.0,1.0,2.0,,,
1680879210400,98.0,,,,1.0,1.0,,
1680879227390,99.0,,,,1.0,,,
1680879244353,97.0,,1.0,1.0,1.0,1.0,,
1680879261324,99.0,,,,1.0,,,
1680879278289,98.0,,,,2.0,,,
1680879295277,,100.0,,,,,,
1680879295294,50.0,,12.0,12.0,2.0,19.0,4.0,
1680879312318,49.0,,10.0,10.0,3.0,22.0,3.0,
1680879329319,99.0,,,,1.0,,,
1680879342275,96.0,,1.0,1.0,1.0,1.0,,
1680879359260,64.0,,1.0,1.0,2.0,29.0,,
1680879376235,99.0,,,,1.0,,,
1680879393254,38.0,,11.0,11.0,3.0,24.0,1.0,
1680879410254,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680879427239,77.0,,1.0,1.0,2.0,16.0,,
1680879444236,33.0,,10.0,10.0,3.0,27.0,1.0,
1680879461244,99.0,,,,1.0,,,
1680879478256,99.0,,,,1.0,,,
1680879495265,19.0,,3.0,3.0,1.0,71.0,,
1680879512235,99.0,,,,1.0,,,
1680879525197,99.0,,,,1.0,,,
1680879542190,47.0,,7.0,7.0,2.0,23.0,3.0,
1680879559173,30.0,,19.0,19.0,2.0,23.0,5.0,
1680879576208,47.0,,9.0,9.0,2.0,23.0,2.0,
1680879593192,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680879610222,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680879627229,99.0,,,,1.0,,,
1680879644237,99.0,,,,,1.0,,
1680879661229,99.0,,,,1.0,,,
1680879678203,65.0,,4.0,4.0,2.0,15.0,,
1680879695174,,100.0,,,,,,
1680879695196,27.0,,22.0,22.0,2.0,23.0,5.0,1.0
1680879708158,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680879725177,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680879742186,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680879759221,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680879776240,51.0,,5.0,5.0,2.0,29.0,3.0,
1680879793258,42.0,,10.0,10.0,2.0,29.0,3.0,
1680879810224,97.0,,,,2.0,1.0,,
1680879827237,97.0,,1.0,1.0,2.0,,,
1680879844256,96.0,,,,1.0,2.0,,
1680879861241,90.0,,3.0,3.0,2.0,3.0,,
1680879878202,96.0,,,,2.0,2.0,,
1680879891017,98.0,,,,1.0,1.0,,
1680879908008,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680879925016,96.0,,1.0,1.0,1.0,2.0,,
1680879942025,99.0,,,,1.0,,,
1680879959025,57.0,,5.0,5.0,3.0,25.0,,
1680879976024,52.0,,14.0,14.0,2.0,18.0,2.0,
1680879992992,96.0,,,,2.0,1.0,,
1680880009958,96.0,,1.0,1.0,1.0,1.0,,
1680880026948,97.0,,,,2.0,1.0,,
1680880043954,84.0,,3.0,3.0,2.0,8.0,,
1680880060927,97.0,,,,1.0,2.0,,
1680880073903,96.0,,1.0,1.0,,2.0,,
1680880090886,98.0,,,,1.0,1.0,,
1680880107884,68.0,,9.0,9.0,2.0,10.0,1.0,
1680880124889,98.0,,,,2.0,,,
1680880141855,97.0,,,,1.0,2.0,,
1680880158823,99.0,,,,1.0,,,
1680880175799,98.0,,,,1.0,1.0,,
1680880192782,95.0,,1.0,1.0,,3.0,,
1680880209746,97.0,,1.0,1.0,,1.0,,
1680880226713,99.0,,,,1.0,,,
1680880243711,74.0,,3.0,3.0,2.0,16.0,,
1680880256795,99.0,,,,1.0,,,
1680880273814,80.0,,1.0,1.0,1.0,11.0,,
1680880290792,96.0,,1.0,1.0,1.0,1.0,,
1680880307820,96.0,,,,2.0,2.0,,
1680880324822,96.0,,1.0,1.0,2.0,1.0,,
1680880341830,82.0,,1.0,1.0,1.0,9.0,,
1680880358793,98.0,,,,,1.0,,
1680880375790,77.0,,3.0,3.0,2.0,9.0,,
1680880392801,71.0,,3.0,3.0,2.0,16.0,,
1680880409782,97.0,,,,,2.0,,
1680842467803,100.0,,,,,,,
1680846359753,,100.0,,,,,,
1680846359779,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680846376769,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680846393755,66.0,,13.0,13.0,2.0,12.0,1.0,
1680846410751,50.0,,26.0,26.0,3.0,10.0,7.0,
1680846427738,58.0,,25.0,25.0,3.0,9.0,2.0,
1680846444695,97.0,,,,2.0,1.0,,
1680846463342,,100.0,,,,,,
1680846463360,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680846480332,1.0,,93.0,93.0,2.0,,1.0,3.0
1680846497994,1.0,,94.0,94.0,1.0,,1.0,3.0
1680846514959,,,96.0,96.0,2.0,,1.0,1.0
1680846532054,3.0,,92.0,92.0,2.0,,1.0,2.0
1680846543996,,100.0,,,,,,
1680846544019,9.0,,82.0,82.0,3.0,1.0,4.0,1.0
1680846562350,,100.0,,,,,,
1680846562371,48.0,,35.0,35.0,1.0,8.0,3.0,
1680846580365,,100.0,,,,,,
1680846580385,1.0,,92.0,92.0,2.0,,4.0,1.0
1680846597375,,,92.0,92.0,3.0,,2.0,3.0
1680846614370,2.0,,87.0,87.0,1.0,1.0,2.0,7.0
1680846632617,2.0,,88.0,88.0,2.0,1.0,4.0,3.0
1680846649794,,100.0,,,,,,
1680846649800,1.0,,91.0,91.0,2.0,,,6.0
1680846660805,,100.0,,,,,,
1680846660825,4.0,,86.0,86.0,2.0,1.0,3.0,4.0
1680846677778,,100.0,,,,,,
1680846677793,67.0,,22.0,22.0,2.0,6.0,2.0,
1680846694790,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680846711764,1.0,,94.0,94.0,2.0,1.0,1.0,
1680846728739,1.0,,96.0,96.0,2.0,,1.0,
1680846745716,1.0,,97.0,97.0,2.0,,,
1680846762681,3.0,,91.0,91.0,1.0,2.0,1.0,1.0
1680846779642,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680846796615,85.0,,6.0,6.0,2.0,4.0,1.0,
1680846813592,32.0,,22.0,22.0,1.0,28.0,3.0,
1680846830563,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680846847555,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680846865047,50.0,,18.0,18.0,2.0,18.0,3.0,
1680846881998,47.0,,19.0,19.0,2.0,17.0,3.0,
1680846898973,41.0,,28.0,28.0,1.0,18.0,2.0,
1680846915939,41.0,,27.0,27.0,2.0,18.0,4.0,
1680846932920,55.0,,15.0,15.0,2.0,21.0,2.0,
1680846949900,49.0,,25.0,25.0,2.0,12.0,4.0,
1680846966885,93.0,,2.0,2.0,2.0,2.0,,
1680846983849,34.0,,20.0,20.0,2.0,23.0,3.0,
1680847000814,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680847018842,,100.0,,,,,,
1680847018863,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680847035832,55.0,,32.0,32.0,2.0,7.0,2.0,
1680847052807,97.0,,,,1.0,1.0,,
1680847071353,80.0,,1.0,1.0,3.0,9.0,,
1680847089333,99.0,,,,1.0,,,
1680847106306,99.0,,,,1.0,,,
1680847124332,99.0,,,,1.0,,,
1680847141291,99.0,,,,1.0,,,
1680847159301,99.0,,,,1.0,,,
1680847177327,99.0,,,,1.0,,,
1680847195324,99.0,,,,1.0,,,
1680847214326,99.0,,,,1.0,,,
1680847232337,99.0,,,,1.0,,,
1680847250321,99.0,,,,1.0,,,
1680847268317,99.0,,,,1.0,,,
1680847286305,99.0,,,,1.0,,,
1680847303281,99.0,,,,1.0,,,
1680847321326,99.0,,,,1.0,,,
1680847339317,99.0,,,,1.0,,,
1680847357330,99.0,,,,1.0,,,
1680847378252,99.0,,,,1.0,,,
1680847396329,99.0,,,,1.0,,,
1680847414305,99.0,,,,1.0,,,
1680847432324,99.0,,,,1.0,,,
1680847450307,99.0,,,,1.0,,,
1680847468312,99.0,,,,1.0,,,
1680847485673,99.0,,,,1.0,,,
1680847503315,99.0,,,,1.0,,,
1680847521311,99.0,,,,1.0,,,
1680847539304,99.0,,,,1.0,,,
1680825781580,100.0,,,,,,,
1680825842778,100.0,,,,,,,
1680826391651,100.0,,,,,,,
1680826423459,100.0,,,,,,,
1680826478328,,100.0,,,,,,
1680826478361,1.0,,93.0,93.0,3.0,,1.0,2.0
1680826507178,1.0,,96.0,96.0,3.0,,,
1680826524236,,,93.0,93.0,1.0,5.0,,
1680826536442,,100.0,,,,,,
1680826536476,4.0,,84.0,84.0,2.0,3.0,3.0,1.0
1680826553451,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680826567311,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680826589149,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680826610784,45.0,,30.0,30.0,1.0,9.0,10.0,1.0
1680826627801,84.0,,4.0,4.0,1.0,7.0,1.0,
1680826644799,99.0,,,,1.0,,,
1680826661771,96.0,,,,2.0,2.0,,
1680826678808,45.0,,22.0,22.0,2.0,15.0,6.0,
1680826695734,,100.0,,,,,,
1680826695757,51.0,,20.0,20.0,1.0,15.0,3.0,
1680826712791,99.0,,,,1.0,,,
1680826732631,96.0,,2.0,2.0,2.0,,,
1680826749980,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680826766976,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680826783986,1.0,,87.0,87.0,2.0,9.0,,
1680826802522,,,88.0,88.0,3.0,8.0,,
1680826819526,1.0,,83.0,83.0,1.0,12.0,,
1680826836544,,100.0,,,,,,
1680826836650,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680826853634,,100.0,,,,,,
1680826853658,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680826870619,38.0,,32.0,32.0,2.0,14.0,6.0,
1680826887625,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680826910718,57.0,,19.0,19.0,2.0,11.0,5.0,
1680826927666,68.0,,15.0,15.0,2.0,9.0,3.0,
1680826944798,72.0,,15.0,15.0,2.0,7.0,1.0,
1680826961664,55.0,,14.0,14.0,2.0,19.0,3.0,
1680826978666,99.0,,,,1.0,,,
1680826995661,96.0,,1.0,1.0,2.0,1.0,,
1680827012664,96.0,,1.0,1.0,2.0,1.0,,
1680827029680,96.0,,1.0,1.0,1.0,1.0,,
1680827046587,97.0,,1.0,1.0,,1.0,,
1680827063540,97.0,,1.0,1.0,2.0,,,
1680827080515,98.0,,1.0,1.0,1.0,,,
1680827097474,97.0,,1.0,1.0,1.0,1.0,,
1680827114439,60.0,,17.0,17.0,2.0,7.0,8.0,
1680827131387,98.0,,,,2.0,,,
1680827148401,90.0,,3.0,3.0,2.0,3.0,1.0,
1680827165392,97.0,,1.0,1.0,1.0,1.0,,
1680827182351,92.0,,2.0,2.0,3.0,2.0,,
1680827203849,97.0,,1.0,1.0,,1.0,,
1680827220845,97.0,,1.0,1.0,1.0,1.0,,
1680827237833,99.0,,,,1.0,,,
1680827254905,99.0,,,,1.0,,,
1680827271952,99.0,,,,1.0,,,
1680827288886,96.0,,1.0,1.0,,2.0,,
1680827305920,100.0,,,,,,,
1680827322961,99.0,,,,1.0,,,
1680827340552,99.0,,,,1.0,,,
1680827357521,99.0,,,,1.0,,,
1680827374551,99.0,,,,1.0,,,
1680827391579,99.0,,,,1.0,,,
1680827409531,99.0,,,,1.0,,,
1680827634696,100.0,,,,,,,
1680828841489,,100.0,,,,,,
1680828841534,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680828878831,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680828895692,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680828911846,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680828928801,,100.0,,,,,,
1680828928820,1.0,,93.0,93.0,2.0,,2.0,2.0
1680828945780,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680828962743,,100.0,,,,,,
1680828962757,39.0,,31.0,31.0,1.0,17.0,9.0,
1680828978956,43.0,,14.0,14.0,3.0,29.0,4.0,
1680828995969,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680829012919,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680829029909,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680829050246,,100.0,,,,,,
1680829050263,4.0,,84.0,84.0,1.0,2.0,5.0,2.0
1680829068521,,100.0,,,,,,
1680829068559,2.0,,11.0,11.0,2.0,2.0,83.0,
1680829086511,,,3.0,3.0,2.0,3.0,92.0,
1680829104273,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680829122510,,,5.0,5.0,3.0,17.0,74.0,
1680829139474,,100.0,,,,,,
1680829139496,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680829156536,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680829173510,2.0,,93.0,93.0,2.0,1.0,1.0,1.0
1680829190528,,100.0,,,,,,
1680829190550,1.0,,92.0,92.0,2.0,,1.0,4.0
1680829207558,,,96.0,96.0,2.0,,1.0,1.0
1680829225509,,,97.0,97.0,2.0,,,1.0
1680829243491,,100.0,,,,,,
1680829243511,2.0,,94.0,94.0,1.0,1.0,2.0,
1680829261500,,100.0,,,,,,
1680829261521,97.0,,,,2.0,1.0,,
1680829279517,97.0,,,,1.0,1.0,,
1680829298760,,100.0,,,,,,
1680829298790,77.0,,2.0,2.0,2.0,10.0,,
1680829315682,49.0,,19.0,19.0,2.0,16.0,6.0,
1680829334320,83.0,,3.0,3.0,2.0,7.0,,
1680829351361,,100.0,,,,,,
1680829351390,60.0,,7.0,7.0,1.0,22.0,2.0,
1680829368439,,100.0,,,,,,
1680829368459,96.0,,,,1.0,2.0,,
1680829385430,96.0,,1.0,1.0,1.0,1.0,,
1680829402403,99.0,,,,1.0,,,
1680829419415,45.0,,3.0,3.0,2.0,42.0,,
1680829436390,,100.0,,,,,,
1680829436411,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680829453419,97.0,,,,2.0,1.0,,
1680829470406,98.0,,,,2.0,,,
1680829489392,99.0,,,,1.0,,,
1680829507498,99.0,,,,1.0,,,
1680829524490,,100.0,,,,,,
1680829524508,72.0,,2.0,2.0,1.0,14.0,,
1680829542474,99.0,,,,1.0,,,
1680829560493,99.0,,,,1.0,,,
1680829577463,99.0,,,,1.0,,,
1680829594491,99.0,,,,1.0,,,
1680829611524,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680829629524,90.0,,,,1.0,9.0,,
1680829647485,99.0,,,,1.0,,,
1680829665495,99.0,,,,1.0,,,
1680829682486,99.0,,,,1.0,,,
1680829700117,99.0,,,,1.0,,,
1680829717496,99.0,,,,1.0,,,
1680829734482,99.0,,,,1.0,,,
1680829751459,99.0,,,,1.0,,,
1680829775376,99.0,,,,1.0,,,
1680829793501,99.0,,,,1.0,,,
1680829811494,99.0,,,,1.0,,,
1680829829771,99.0,,,,1.0,,,
1680829846530,99.0,,,,1.0,,,
1680829864490,99.0,,,,1.0,,,
1680829882492,99.0,,,,1.0,,,
1680829900489,97.0,,,,1.0,1.0,,
1680829918520,61.0,,2.0,2.0,2.0,28.0,,
1680829935507,99.0,,,,1.0,,,
1680829950118,99.0,,,,1.0,,,
1680829968510,99.0,,,,1.0,,,
1680829985450,99.0,,,,1.0,,,
1680830003467,99.0,,,,1.0,,,
1680830021487,99.0,,,,1.0,,,
1680830038487,99.0,,,,1.0,,,
1680830056518,99.0,,,,1.0,,,
1680830074101,99.0,,,,1.0,,,
1680830092484,99.0,,,,1.0,,,
1680830109455,98.0,,,,1.0,1.0,,
1680830133047,99.0,,,,1.0,,,
1680835046443,,100.0,,,,,,
1680835046464,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835085833,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835102852,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835121473,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835138519,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835155519,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835173434,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835190431,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835208639,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835225448,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835242426,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835259413,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835276439,,100.0,,,,,,
1680835276466,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835294447,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835314468,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835332457,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835349648,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835366651,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835384449,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835401448,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835418444,,100.0,,,,,,
1680835418468,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835435445,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835459068,,100.0,,,,,,
1680835459100,1.0,,94.0,94.0,1.0,1.0,1.0,2.0
1680835476437,,100.0,,,,,,
1680835476462,,,96.0,96.0,1.0,,,3.0
1680835494463,,100.0,,,,,,
1680835494501,1.0,,97.0,97.0,1.0,,,1.0
1680835518891,1.0,,89.0,89.0,2.0,,,8.0
1680835535837,,,96.0,96.0,1.0,,1.0,2.0
1680835553172,,,96.0,96.0,1.0,,1.0,2.0
1680835570136,,100.0,,,,,,
1680835570157,1.0,,96.0,96.0,2.0,,1.0,
1680835587104,,100.0,,,,,,
1680835587127,1.0,,96.0,96.0,1.0,,1.0,1.0
1680835604097,,100.0,,,,,,
1680835604116,,,96.0,96.0,2.0,,1.0,1.0
1680835621115,1.0,,97.0,97.0,1.0,,,1.0
1680835638046,1.0,,96.0,96.0,2.0,,1.0,
1680835654996,,,97.0,97.0,3.0,,,
1680835671930,1.0,,96.0,96.0,2.0,,1.0,
1680835688869,,100.0,,,,,,
1680835688886,,,96.0,96.0,2.0,,1.0,1.0
1680835706445,,100.0,,,,,,
1680835706470,,,96.0,96.0,3.0,,,1.0
1680835724450,1.0,,97.0,97.0,1.0,,1.0,
1680835741948,,100.0,,,,,,
1680835741954,1.0,,97.0,97.0,2.0,,,
1680835758475,1.0,,96.0,96.0,2.0,,,1.0
1680835782349,,100.0,,,,,,
1680835782377,,,96.0,96.0,1.0,,1.0,2.0
1680835799320,1.0,,96.0,96.0,2.0,,1.0,
1680835817251,,100.0,,,,,,
1680835817267,1.0,,95.0,95.0,1.0,,,3.0
1680835834237,,100.0,,,,,,
1680835834256,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835852426,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835869413,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835886359,,100.0,,,,,,
1680835886373,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680835903429,,100.0,,,,,,
1680835903449,49.0,,23.0,23.0,2.0,13.0,5.0,
1680835921446,67.0,,16.0,16.0,1.0,6.0,4.0,
1680835938590,99.0,,,,1.0,,,
1680835962459,98.0,,,,2.0,,,
1680835979476,97.0,,1.0,1.0,1.0,1.0,,
1680835997428,99.0,,,,1.0,,,
1680836015414,99.0,,,,1.0,,,
1680836033429,99.0,,,,1.0,,,
1680836051445,99.0,,,,1.0,,,
1680836069423,99.0,,,,1.0,,,
1680836088445,96.0,,1.0,1.0,1.0,1.0,,
1680836106424,99.0,,,,1.0,,,
1680836124416,99.0,,,,1.0,,,
1680836145460,99.0,,,,1.0,,,
1680836162438,99.0,,,,1.0,,,
1680836179465,99.0,,,,1.0,,,
1680836196452,99.0,,,,1.0,,,
1680836214472,99.0,,,,1.0,,,
1680836232428,99.0,,,,1.0,,,
1680836250449,99.0,,,,1.0,,,
1680836268432,99.0,,,,1.0,,,
1680836286442,99.0,,,,1.0,,,
1680836305421,99.0,,,,1.0,,,
1680836329410,99.0,,,,1.0,,,
1680836347443,99.0,,,,1.0,,,
1680836365419,99.0,,,,1.0,,,
1680836383416,99.0,,,,1.0,,,
1680836400372,99.0,,,,1.0,,,
1680836418436,98.0,,,,1.0,1.0,,
1680859152398,,100.0,,,,,,
1680859152424,,,97.0,97.0,3.0,,,
1680859182061,,100.0,,,,,,
1680859182075,,,96.0,96.0,3.0,,,1.0
1680859200273,,100.0,,,,,,
1680859200300,3.0,,91.0,91.0,2.0,1.0,2.0,1.0
1680859218198,1.0,,96.0,96.0,2.0,,1.0,
1680859235124,,100.0,,,,,,
1680859235144,,,97.0,97.0,2.0,,,1.0
1680859252123,,100.0,,,,,,
1680859252146,7.0,,85.0,85.0,2.0,1.0,2.0,3.0
1680859269109,99.0,,,,1.0,,,
1680859286115,99.0,,,,1.0,,,
1680859304217,99.0,,,,1.0,,,
1680859322200,99.0,,,,1.0,,,
1680859346292,99.0,,,,1.0,,,
1680859363326,98.0,,,,1.0,1.0,,
1680859381208,99.0,,,,1.0,,,
1680859399207,99.0,,,,1.0,,,
1680859416180,98.0,,1.0,1.0,1.0,,,
1680859433156,59.0,,24.0,24.0,2.0,8.0,3.0,
1680859450149,63.0,,19.0,19.0,1.0,7.0,5.0,
1680859467105,,100.0,,,,,,
1680859467125,99.0,,,,1.0,,,
1680859484096,,100.0,,,,,,
1680859484120,99.0,,,,1.0,,,
1680859501095,99.0,,,,1.0,,,
1680859518073,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680859529224,45.0,,9.0,9.0,3.0,26.0,2.0,
1680859552790,98.0,,,,1.0,1.0,,
1680859569762,99.0,,,,1.0,,,
1680859586737,98.0,,,,2.0,,,
1680859603764,35.0,,17.0,17.0,2.0,22.0,9.0,1.0
1680859620753,99.0,,,,,1.0,,
1680859637722,97.0,,,,1.0,1.0,,
1680859654716,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680859671720,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680859688706,,100.0,,,,,,
1680859688734,28.0,,22.0,22.0,1.0,23.0,12.0,1.0
1680859705714,70.0,,9.0,9.0,2.0,9.0,3.0,
1680859727523,87.0,,6.0,6.0,,4.0,1.0,
1680859746209,99.0,,,,1.0,,,
1680859764185,99.0,,,,1.0,,,
1680859782214,99.0,,,,1.0,,,
1680859799173,96.0,,1.0,1.0,1.0,1.0,,
1680859813724,96.0,,1.0,1.0,1.0,1.0,,
1680859830657,97.0,,1.0,1.0,1.0,1.0,,
1680859847612,99.0,,,,1.0,,,
1680859864578,96.0,,1.0,1.0,1.0,1.0,,
1680859881608,,100.0,,,,,,
1680859881633,77.0,,15.0,15.0,2.0,3.0,3.0,
1680859898625,,100.0,,,,,,
1680859898656,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680859915651,,100.0,,,,,,
1680859915681,2.0,,90.0,90.0,2.0,1.0,3.0,2.0
1680859932663,,100.0,,,,,,
1680859932686,4.0,,85.0,85.0,3.0,1.0,2.0,5.0
1680859948230,1.0,,96.0,96.0,2.0,,1.0,
1680859965224,,,96.0,96.0,1.0,,,3.0
1680859982244,,,92.0,92.0,2.0,,,6.0
1680859999232,4.0,,88.0,88.0,2.0,,1.0,5.0
1680860016194,1.0,,90.0,90.0,3.0,,2.0,4.0
1680860041201,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680860058170,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680860075172,2.0,,90.0,90.0,2.0,2.0,1.0,1.0
1680860092135,1.0,,92.0,92.0,3.0,2.0,,
1680860109138,1.0,,93.0,93.0,2.0,2.0,,
1680860126128,2.0,,93.0,93.0,2.0,2.0,,
1680860151014,4.0,,85.0,85.0,1.0,3.0,2.0,2.0
1680860167966,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680860184969,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680860203212,,100.0,,,,,,
1680860203228,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680860221207,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680860239270,,100.0,,,,,,
1680860239294,44.0,,41.0,41.0,2.0,3.0,4.0,3.0
1680860256251,99.0,,,,1.0,,,
1680860273232,66.0,,7.0,7.0,2.0,13.0,1.0,
1680860290248,,100.0,,,,,,
1680860290266,97.0,,1.0,1.0,1.0,1.0,,
1680860308178,99.0,,,,1.0,,,
1680860327199,99.0,,,,1.0,,,
1680860345200,99.0,,,,1.0,,,
1680860362174,99.0,,,,1.0,,,
1680860379662,,100.0,,,,,,
1680860379675,33.0,,17.0,17.0,3.0,27.0,3.0,
1680860396680,,100.0,,,,,,
1680860396701,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680860415725,,100.0,,,,,,
1680860415737,30.0,,27.0,27.0,2.0,18.0,14.0,1.0
1680860432943,,100.0,,,,,,
1680860432959,43.0,,28.0,28.0,2.0,10.0,10.0,
1680860451237,99.0,,,,1.0,,,
